ticker,ts,outcome_ms,label,pnl,features
KXBTC15M-26AUG160645-45,1786876260000,1786877100000,0,-0.44,"[1.0557320051710546,1.0557320051710546,1,0.9333333333333333,6.666666666666665,0.23099450736238664,0,57.00000000000001,0.99,0.42,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,0,0,0.0023332509100685325,0.06369856650434436,0.5,0,0,59.4]"
KXBTC15M-26AUG160700-00,1786877160000,1786877940000,0,-0.445,"[1.0654336065340293,1.0654336065340293,1,0.9333333333333333,6.666666666666665,0.1,0,63.75,0.99,0.48,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,1,0,0.009726610097341241,0.032990520861253536,0,-0.4399999999999977,-1,58.96]"
KXBTC15M-26AUG160730-30,1786878960000,1786879200000,1,0.0799999999999999,"[1.0533799913410402,1.0533799913410402,1,0.9333333333333333,6.666666666666665,0.1,0,56.00000000000001,0.99,0.43,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,0,0,0.0006901734639732358,-0.003205913100390312,0,-0.884999999999998,-2,58.515]"
KXBTC15M-26AUG160745-45,1786879860000,1786880400000,1,0.36999999999999994,"[0.9742429552141567,0.9742429552141567,1,0.9333333333333333,6.666666666666665,0.2264817093897242,0,31.799999999999997,0.99,0.46,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,0,1,0.03213749121621899,-0.042232357000382414,0.3333333333333333,-0.8049999999999997,1,58.595]"
KXBTC15M-26AUG160800-00,1786880760000,1786880940000,0,-0.12000000000000002,"[1.1335574809629205,1.1335574809629205,1,0.9333333333333333,6.666666666666665,0.17358283419075102,0,51,0.99,0.48,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,0,0,0.0013730034559059972,-0.01496669790680416,0.5,-0.4350000000000023,2,58.964999999999996]"
KXBTC15M-26AUG160815-15,1786881660000,1786882020000,1,0.19999999999999996,"[1.1948179221417932,1.1948179221417932,1,0.9333333333333333,6.666666666666665,0.32145739246957195,0,57.5,0.99,0.53,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,1,0,0.014785664951822526,0.0503477583656986,0.4,-0.5549999999999997,-1,58.845]"
KXBTC15M-26AUG160830-30,1786882560000,1786883400000,0,-0.46,"[1.1933229198223076,1.1933229198223076,1,0.9333333333333333,6.666666666666665,0.17134043037966537,0,66.25,0.99,0.46,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,1,0,0.040891029734212304,0.04487506730466162,0.5,-0.3549999999999969,1,59.045]"
KXBTC15M-26AUG160845-45,1786883460000,1786883700000,1,0.06999999999999995,"[1.2176583817708386,1.2176583817708386,1,0.9333333333333333,6.666666666666665,0.1,0,49,0.99,0.5,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,0,0,0.024812736493016713,0.018535663537067038,0.42857142857142855,-0.8149999999999977,-1,58.585]"
KXBTC15M-26AUG160915-15,1786885260000,1786885500000,1,0.039999999999999925,"[1.2180415030127825,1.2180415030127825,1,0.9333333333333333,6.666666666666665,0.2362615996904916,0,49,0.99,0.5,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,0,0,0.012302582795313115,-0.00533118901062668,0.5,-0.7449999999999974,1,58.655]"
KXBTC15M-26AUG160945-45,1786887060000,1786887300000,0,-0.040000000000000036,"[1.0745244368192224,1.0745244368192224,1,0.9333333333333333,6.666666666666665,0.20406359750018857,0,54.99999999999999,0.99,0.55,1,1.0000000000000009,1.0000000000000009,101,-1.0000000000000009,1,0,0,1,1,0,0.04999422428080735,0.06508840249068726,0.5555555555555556,-0.7049999999999983,2,58.695]"
