ticker,signal_time,exit_time,volatility,trend,side,pnl,cost,exit
KXBTC15M-26AUG160645-45,2026-08-16T10:31:00.000Z,2026-08-16T10:45:00.000Z,low,NEUTRAL,yes,-0.88,0.88,SETTLEMENT
KXBTC15M-26AUG160700-00,2026-08-16T10:46:00.000Z,2026-08-16T10:59:00.000Z,low,BULLISH,yes,-0.445,0.51,STOP_LOSS
KXBTC15M-26AUG160715-15,2026-08-16T11:01:00.000Z,2026-08-16T11:05:00.000Z,low,NEUTRAL,yes,0.06999999999999995,0.52,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160730-30,2026-08-16T11:16:00.000Z,2026-08-16T11:20:00.000Z,low,NEUTRAL,yes,0.1599999999999998,0.92,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160745-45,2026-08-16T11:31:00.000Z,2026-08-16T11:40:00.000Z,low,BEARISH,yes,0.7399999999999999,0.9600000000000001,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160800-00,2026-08-16T11:46:00.000Z,2026-08-16T11:49:00.000Z,low,NEUTRAL,yes,-0.12000000000000002,0.28,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160815-15,2026-08-16T12:01:00.000Z,2026-08-16T12:07:00.000Z,low,BULLISH,yes,0.19999999999999996,0.55,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160830-30,2026-08-16T12:16:00.000Z,2026-08-16T12:30:00.000Z,low,BULLISH,yes,-0.92,0.92,SETTLEMENT
KXBTC15M-26AUG160845-45,2026-08-16T12:31:00.000Z,2026-08-16T12:35:00.000Z,low,NEUTRAL,yes,0.06999999999999995,0.26,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160915-15,2026-08-16T13:01:00.000Z,2026-08-16T13:05:00.000Z,low,NEUTRAL,yes,0.039999999999999925,0.53,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160930-30,2026-08-16T13:16:00.000Z,2026-08-16T13:23:00.000Z,low,BULLISH,yes,0.11999999999999988,0.5800000000000001,SCALP_TAKE_PROFIT
KXBTC15M-26AUG160945-45,2026-08-16T13:31:00.000Z,2026-08-16T13:35:00.000Z,low,BULLISH,yes,-0.040000000000000036,0.51,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161000-00,2026-08-16T13:46:00.000Z,2026-08-16T13:53:00.000Z,low,NEUTRAL,yes,0.10999999999999993,0.46,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161015-15,2026-08-16T14:01:00.000Z,2026-08-16T14:13:00.000Z,low,NEUTRAL,yes,0.039999999999999925,0.52,TAKE_PROFIT
KXBTC15M-26AUG161030-30,2026-08-16T14:16:00.000Z,2026-08-16T14:22:00.000Z,low,NEUTRAL,yes,0.33599999999999997,0.5800000000000001,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161115-15,2026-08-16T15:01:00.000Z,2026-08-16T15:08:00.000Z,low,BULLISH,yes,0.05999999999999994,0.62,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161130-30,2026-08-16T15:16:00.000Z,2026-08-16T15:24:00.000Z,low,NEUTRAL,yes,0.06999999999999995,0.52,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161215-15,2026-08-16T16:01:00.000Z,2026-08-16T16:04:00.000Z,low,BULLISH,yes,-0.010000000000000064,0.47000000000000003,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161300-00,2026-08-16T16:46:00.000Z,2026-08-16T16:53:00.000Z,medium,BULLISH,yes,-0.42000000000000004,0.46,STOP_LOSS
KXBTC15M-26AUG161315-15,2026-08-16T17:02:00.000Z,2026-08-16T17:06:00.000Z,medium,BEARISH,yes,0.58,0.68,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161345-45,2026-08-16T17:31:00.000Z,2026-08-16T17:35:00.000Z,low,BEARISH,yes,-0.758,0.9,STOP_LOSS
KXBTC15M-26AUG161400-00,2026-08-16T17:46:00.000Z,2026-08-16T17:49:00.000Z,low,BEARISH,yes,0.2599999999999999,0.9600000000000001,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161430-30,2026-08-16T18:16:00.000Z,2026-08-16T18:20:00.000Z,low,NEUTRAL,yes,0.22999999999999998,0.53,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161445-45,2026-08-16T18:31:00.000Z,2026-08-16T18:41:00.000Z,low,NEUTRAL,yes,-0.72,0.98,STOP_LOSS
KXBTC15M-26AUG161530-30,2026-08-16T19:16:00.000Z,2026-08-16T19:21:00.000Z,low,BULLISH,yes,0.28600000000000003,0.62,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161615-15,2026-08-16T20:01:00.000Z,2026-08-16T20:08:00.000Z,low,BEARISH,yes,0.07999999999999996,0.59,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161630-30,2026-08-16T20:16:00.000Z,2026-08-16T20:26:00.000Z,low,BEARISH,yes,-0.499,0.5,STOP_LOSS
KXBTC15M-26AUG161700-00,2026-08-16T20:46:00.000Z,2026-08-16T20:51:00.000Z,low,BEARISH,yes,-0.6300000000000001,0.9600000000000001,STOP_LOSS
KXBTC15M-26AUG161830-30,2026-08-16T22:16:00.000Z,2026-08-16T22:23:00.000Z,medium,BEARISH,yes,-0.44000000000000006,0.55,STOP_LOSS
KXBTC15M-26AUG161845-45,2026-08-16T22:31:00.000Z,2026-08-16T22:37:00.000Z,low,BEARISH,yes,-0.4600000000000001,0.5900000000000001,STOP_LOSS
KXBTC15M-26AUG161930-30,2026-08-16T23:16:00.000Z,2026-08-16T23:23:00.000Z,medium,BULLISH,yes,0.08999999999999991,0.48000000000000004,SCALP_TAKE_PROFIT
KXBTC15M-26AUG161945-45,2026-08-16T23:31:00.000Z,2026-08-16T23:37:00.000Z,medium,BEARISH,yes,0.17999999999999994,0.5800000000000001,SCALP_TAKE_PROFIT
KXBTC15M-26AUG162015-15,2026-08-17T00:01:00.000Z,2026-08-17T00:05:00.000Z,low,BULLISH,yes,0.050000000000000044,0.6,SCALP_TAKE_PROFIT
KXBTC15M-26AUG162030-30,2026-08-17T00:16:00.000Z,2026-08-17T00:21:00.000Z,low,NEUTRAL,yes,-0.10000000000000003,0.41000000000000003,STOP_LOSS
KXBTC15M-26AUG162045-45,2026-08-17T00:31:00.000Z,2026-08-17T00:37:00.000Z,medium,BEARISH,yes,-0.38999999999999996,0.47,STOP_LOSS
KXBTC15M-26AUG162100-00,2026-08-17T00:46:00.000Z,2026-08-17T00:50:00.000Z,high,NEUTRAL,yes,-0.24000000000000005,0.42000000000000004,STOP_LOSS
KXBTC15M-26AUG162200-00,2026-08-17T01:46:00.000Z,2026-08-17T01:50:00.000Z,high,BULLISH,yes,0.16999999999999998,0.44,SCALP_TAKE_PROFIT
KXBTC15M-26AUG162215-15,2026-08-17T02:01:00.000Z,2026-08-17T02:05:00.000Z,low,NEUTRAL,yes,-0.32999999999999996,0.43,STOP_LOSS
KXBTC15M-26AUG162315-15,2026-08-17T03:01:00.000Z,2026-08-17T03:12:00.000Z,high,BULLISH,yes,-0.38,0.54,STOP_LOSS
KXBTC15M-26AUG162330-30,2026-08-17T03:16:00.000Z,2026-08-17T03:20:00.000Z,low,BULLISH,yes,-0.30000000000000004,0.46,STOP_LOSS
KXBTC15M-26AUG162345-45,2026-08-17T03:31:00.000Z,2026-08-17T03:37:00.000Z,low,NEUTRAL,yes,0.5299999999999999,0.88,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170000-00,2026-08-17T03:46:00.000Z,2026-08-17T03:49:00.000Z,low,NEUTRAL,yes,0.07999999999999996,0.51,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170030-30,2026-08-17T04:16:00.000Z,2026-08-17T04:21:00.000Z,medium,BULLISH,yes,0.039999999999999925,0.34,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170045-45,2026-08-17T04:31:00.000Z,2026-08-17T04:35:00.000Z,low,BULLISH,yes,0.19999999999999984,0.7200000000000001,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170215-15,2026-08-17T06:01:00.000Z,2026-08-17T06:05:00.000Z,low,BULLISH,yes,0.02999999999999997,0.47000000000000003,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170315-15,2026-08-17T07:01:00.000Z,2026-08-17T07:05:00.000Z,medium,BULLISH,yes,-0.18000000000000005,0.5700000000000001,STOP_LOSS
KXBTC15M-26AUG170330-30,2026-08-17T07:16:00.000Z,2026-08-17T07:27:00.000Z,low,BEARISH,yes,-0.44999999999999996,0.61,STOP_LOSS
KXBTC15M-26AUG170345-45,2026-08-17T07:31:00.000Z,2026-08-17T07:37:00.000Z,low,BEARISH,yes,-0.3900000000000001,0.9400000000000001,STOP_LOSS
KXBTC15M-26AUG170400-00,2026-08-17T07:46:00.000Z,2026-08-17T07:51:00.000Z,low,BEARISH,yes,-0.29000000000000004,0.61,STOP_LOSS
KXBTC15M-26AUG170415-15,2026-08-17T08:01:00.000Z,2026-08-17T08:05:00.000Z,low,BEARISH,yes,-0.3500000000000001,0.8200000000000001,STOP_LOSS
KXBTC15M-26AUG170430-30,2026-08-17T08:16:00.000Z,2026-08-17T08:20:00.000Z,low,BEARISH,yes,0.14,0.92,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170500-00,2026-08-17T08:46:00.000Z,2026-08-17T08:52:00.000Z,low,BEARISH,yes,-0.33,0.53,STOP_LOSS
KXBTC15M-26AUG170530-30,2026-08-17T09:16:00.000Z,2026-08-17T09:20:00.000Z,low,BULLISH,yes,-0.33,0.45,STOP_LOSS
KXBTC15M-26AUG170545-45,2026-08-17T09:31:00.000Z,2026-08-17T09:37:00.000Z,low,NEUTRAL,yes,-0.41,0.63,STOP_LOSS
KXBTC15M-26AUG170600-00,2026-08-17T09:46:00.000Z,2026-08-17T09:50:00.000Z,low,BEARISH,yes,-0.1700000000000001,0.55,STOP_LOSS
KXBTC15M-26AUG170615-15,2026-08-17T10:01:00.000Z,2026-08-17T10:05:00.000Z,low,BEARISH,yes,0.1399999999999999,0.55,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170815-15,2026-08-17T12:01:00.000Z,2026-08-17T12:04:00.000Z,medium,BEARISH,yes,0.25,0.5,SCALP_TAKE_PROFIT
KXBTC15M-26AUG170830-30,2026-08-17T12:16:00.000Z,2026-08-17T12:21:00.000Z,medium,BEARISH,yes,-0.20000000000000007,0.65,STOP_LOSS
KXBTC15M-26AUG170915-15,2026-08-17T13:01:00.000Z,2026-08-17T13:08:00.000Z,medium,BEARISH,yes,-0.10000000000000003,0.39,SCALP_TAKE_PROFIT
KXBTC15M-26AUG171000-00,2026-08-17T13:46:00.000Z,2026-08-17T13:50:00.000Z,high,BULLISH,yes,0.31,0.33,SCALP_TAKE_PROFIT
KXBTC15M-26AUG171015-15,2026-08-17T14:01:00.000Z,2026-08-17T14:08:00.000Z,medium,BULLISH,yes,-0.43000000000000005,0.9400000000000001,STOP_LOSS
KXBTC15M-26AUG171030-30,2026-08-17T14:17:00.000Z,2026-08-17T14:20:00.000Z,medium,BULLISH,yes,-0.06,0.49,STOP_LOSS
KXBTC15M-26AUG171130-30,2026-08-17T15:16:00.000Z,2026-08-17T15:20:00.000Z,medium,BULLISH,yes,-0.28,0.47000000000000003,STOP_LOSS
