ticker,second_ts,yes_open,yes_high,yes_low,yes_close,contracts,trade_count,yes_vwap
KXBTC15M-26SEP051745-45,1788643849,0.46,0.47,0.46,0.46,553.46,26,0.4659521916669678
KXBTC15M-26SEP051745-45,1788643850,0.47,0.47,0.46,0.47,1595.66,20,0.46757893285537017
KXBTC15M-26SEP051745-45,1788643851,0.46,0.47,0.46,0.46,889.35,20,0.46265654691628716
KXBTC15M-26SEP051745-45,1788643852,0.47,0.47,0.46,0.46,2335.54,35,0.4660815914092672
KXBTC15M-26SEP051745-45,1788643853,0.47,0.47,0.46,0.46,439.26,24,0.46181737467559075
KXBTC15M-26SEP051745-45,1788643854,0.46,0.47,0.46,0.47,3359.1,34,0.46808844631002355
KXBTC15M-26SEP051745-45,1788643855,0.46,0.47,0.46,0.46,1206.17,19,0.4673149721846837
KXBTC15M-26SEP051745-45,1788643856,0.47,0.47,0.46,0.46,4162.7,29,0.46549619237514117
KXBTC15M-26SEP051745-45,1788643857,0.46,0.47,0.46,0.46,1360.1100000000001,15,0.4619173449206314
KXBTC15M-26SEP051745-45,1788643858,0.47,0.47,0.46,0.47,1844.54,20,0.46755825300616954
KXBTC15M-26SEP051745-45,1788643859,0.47,0.47,0.46,0.47,1384.02,33,0.4652268030808803
