ticker,second_ts,yes_open,yes_high,yes_low,yes_close,contracts,trade_count,yes_vwap
KXBTC15M-26SEP051745-45,1788643860,0.47,0.47,0.46,0.47,3455.25,40,0.4670001302365965
KXBTC15M-26SEP051745-45,1788643861,0.48,0.48,0.47,0.47,701.58,33,0.47637176088257926
KXBTC15M-26SEP051745-45,1788643862,0.47,0.48,0.47,0.47,397.97,20,0.47376184134482496
KXBTC15M-26SEP051745-45,1788643863,0.47,0.48,0.47,0.48,3625.87,40,0.4790313221378593
KXBTC15M-26SEP051745-45,1788643864,0.47,0.48,0.47,0.48,1324.57,26,0.4775327842243143
KXBTC15M-26SEP051745-45,1788643865,0.48,0.48,0.47,0.48,1904,27,0.47924553571428574
KXBTC15M-26SEP051745-45,1788643866,0.47,0.48,0.47,0.47,311.81,21,0.4774045091562169
KXBTC15M-26SEP051745-45,1788643867,0.47,0.48,0.47,0.47,1745.4,30,0.47647043657614296
KXBTC15M-26SEP051745-45,1788643868,0.48,0.48,0.47,0.48,421.44,22,0.47406439825360663
KXBTC15M-26SEP051745-45,1788643869,0.48,0.48,0.47,0.48,2581.9,32,0.47989244354932403
KXBTC15M-26SEP051745-45,1788643870,0.48,0.49,0.48,0.49,1226.1299999999999,13,0.48258643047637684
KXBTC15M-26SEP051745-45,1788643871,0.48,0.49,0.48,0.49,106.55,11,0.48482121069920225
KXBTC15M-26SEP051745-45,1788643872,0.49,0.52,0.49,0.51,3996.88,72,0.49834686055122995
KXBTC15M-26SEP051745-45,1788643873,0.51,0.52,0.51,0.52,779.86,14,0.5131187649065216
KXBTC15M-26SEP051745-45,1788643874,0.52,0.52,0.51,0.51,3151.42,30,0.5134851273394216
KXBTC15M-26SEP051745-45,1788643875,0.51,0.52,0.51,0.52,1600.3700000000001,23,0.5163131025950248
KXBTC15M-26SEP051745-45,1788643876,0.51,0.52,0.51,0.52,2814.9100000000003,36,0.5126107406631117
KXBTC15M-26SEP051745-45,1788643877,0.52,0.52,0.51,0.52,614.03,12,0.516704395550706
KXBTC15M-26SEP051745-45,1788643878,0.52,0.52,0.51,0.51,598.17,17,0.5136454519618169
KXBTC15M-26SEP051745-45,1788643879,0.52,0.52,0.51,0.51,682.27,30,0.5185546777668666
KXBTC15M-26SEP051745-45,1788643880,0.52,0.52,0.51,0.52,1625.9,15,0.5190469893597391
KXBTC15M-26SEP051745-45,1788643881,0.52,0.52,0.51,0.51,1546.91,34,0.5184626772081117
KXBTC15M-26SEP051745-45,1788643882,0.52,0.52,0.51,0.52,1453.27,31,0.5126959202350562
KXBTC15M-26SEP051745-45,1788643883,0.52,0.52,0.51,0.52,1213.37,21,0.5180838491144498
KXBTC15M-26SEP051745-45,1788643884,0.51,0.52,0.51,0.51,1269.98,41,0.5148536197420431
KXBTC15M-26SEP051745-45,1788643885,0.52,0.52,0.51,0.51,933.84,30,0.5163991690225306
KXBTC15M-26SEP051745-45,1788643886,0.5,0.51,0.5,0.5,999.94,15,0.5026567594055643
KXBTC15M-26SEP051745-45,1788643887,0.51,0.51,0.5,0.5,650.5,28,0.5070050730207533
KXBTC15M-26SEP051745-45,1788643888,0.5,0.51,0.5,0.51,1533.7,17,0.5001813262046032
KXBTC15M-26SEP051745-45,1788643889,0.51,0.57,0.5,0.57,7015.12,99,0.5191739271744461
KXBTC15M-26SEP051745-45,1788643890,0.57,0.59,0.57,0.58,5922.9,68,0.5883864492056256
KXBTC15M-26SEP051745-45,1788643891,0.58,0.61,0.58,0.6,3879.2,66,0.5953708238812127
KXBTC15M-26SEP051745-45,1788643892,0.6,0.61,0.6,0.61,1604.56,33,0.6012006406740789
KXBTC15M-26SEP051745-45,1788643893,0.6,0.62,0.58,0.58,1535.91,52,0.597520427629223
KXBTC15M-26SEP051745-45,1788643894,0.58,0.59,0.58,0.58,1365.48,41,0.583852418197264
KXBTC15M-26SEP051745-45,1788643895,0.58,0.59,0.58,0.58,2192.13,54,0.5809033223394597
KXBTC15M-26SEP051745-45,1788643896,0.58,0.59,0.56,0.57,2899.35,62,0.5794791591218721
KXBTC15M-26SEP051745-45,1788643897,0.58,0.58,0.57,0.57,981.3,42,0.570367981249363
KXBTC15M-26SEP051745-45,1788643898,0.57,0.58,0.57,0.57,1025.66,41,0.5707626308913284
KXBTC15M-26SEP051745-45,1788643899,0.58,0.58,0.57,0.58,2656.9900000000002,37,0.5730322281980736
KXBTC15M-26SEP051745-45,1788643900,0.58,0.58,0.57,0.57,2326.65,40,0.5764874390217695
KXBTC15M-26SEP051745-45,1788643901,0.57,0.58,0.57,0.57,4410.04,53,0.5714300097051274
KXBTC15M-26SEP051745-45,1788643902,0.56,0.57,0.56,0.56,1417.54,29,0.5636068823454717
KXBTC15M-26SEP051745-45,1788643903,0.57,0.57,0.56,0.56,1142.21,28,0.5659089834618852
KXBTC15M-26SEP051745-45,1788643904,0.57,0.57,0.56,0.57,922.8199999999999,27,0.5682614160941462
KXBTC15M-26SEP051745-45,1788643905,0.57,0.57,0.51,0.56,7848.89,85,0.5390617271996423
KXBTC15M-26SEP051745-45,1788643906,0.55,0.56,0.55,0.56,1191.03,24,0.5575117335415566
KXBTC15M-26SEP051745-45,1788643907,0.56,0.56,0.55,0.56,929.46,46,0.5563245325242614
KXBTC15M-26SEP051745-45,1788643908,0.56,0.57,0.45,0.46,7643.95,148,0.5070199046304593
KXBTC15M-26SEP051745-45,1788643909,0.47,0.47,0.46,0.47,1243.18,33,0.46984789008832184
KXBTC15M-26SEP051745-45,1788643910,0.47,0.47,0.42,0.44,2793.88,101,0.4431929073546465
KXBTC15M-26SEP051745-45,1788643911,0.44,0.44,0.43,0.44,1812.91,49,0.439195768129692
KXBTC15M-26SEP051745-45,1788643912,0.43,0.44,0.43,0.44,1039.33,34,0.43854223393917235
KXBTC15M-26SEP051745-45,1788643913,0.43,0.45,0.43,0.44,2644.07,57,0.443942142227702
KXBTC15M-26SEP051745-45,1788643914,0.44,0.45,0.44,0.45,1742.46,36,0.4466050296706955
KXBTC15M-26SEP051745-45,1788643915,0.44,0.45,0.44,0.44,1226.8999999999999,34,0.4477511614638521
KXBTC15M-26SEP051745-45,1788643916,0.44,0.45,0.44,0.44,2130.39,39,0.4487657189528678
KXBTC15M-26SEP051745-45,1788643917,0.45,0.45,0.44,0.44,1061.59,35,0.4487899283150746
KXBTC15M-26SEP051745-45,1788643918,0.44,0.45,0.44,0.44,1211.29,36,0.44792403140453574
KXBTC15M-26SEP051745-45,1788643919,0.44,0.45,0.44,0.44,788.05,32,0.44729128862381834
KXBTC15M-26SEP051745-45,1788643920,0.45,0.45,0.44,0.45,368,18,0.44947635869565217
KXBTC15M-26SEP051745-45,1788643921,0.45,0.45,0.44,0.45,631.97,29,0.4459765495197556
KXBTC15M-26SEP051745-45,1788643922,0.45,0.45,0.44,0.44,1891.22,42,0.44712185784837305
KXBTC15M-26SEP051745-45,1788643923,0.44,0.45,0.44,0.45,2381.17,35,0.4475494399811857
KXBTC15M-26SEP051745-45,1788643924,0.45,0.45,0.44,0.45,1089.12,30,0.4499000110180697
KXBTC15M-26SEP051745-45,1788643925,0.46,0.46,0.45,0.46,1419.01,18,0.4515259230026568
KXBTC15M-26SEP051745-45,1788643926,0.46,0.47,0.46,0.46,348.52,32,0.4626543670377597
KXBTC15M-26SEP051745-45,1788643927,0.47,0.47,0.46,0.46,333.24,12,0.4621612051374385
KXBTC15M-26SEP051745-45,1788643928,0.46,0.47,0.46,0.47,1522.98,29,0.46185445639469985
KXBTC15M-26SEP051745-45,1788643929,0.47,0.48,0.46,0.47,2452.81,38,0.47238037189998405
KXBTC15M-26SEP051745-45,1788643930,0.48,0.48,0.47,0.48,179.55,15,0.4782383737120579
KXBTC15M-26SEP051745-45,1788643931,0.48,0.48,0.47,0.48,807.9,39,0.4746836242109172
KXBTC15M-26SEP051745-45,1788643932,0.48,0.48,0.46,0.46,848.47,31,0.4729916202104965
KXBTC15M-26SEP051745-45,1788643933,0.47,0.47,0.46,0.47,1622.81,25,0.46618710754801856
KXBTC15M-26SEP051745-45,1788643934,0.47,0.47,0.45,0.45,303.81,30,0.4593966623876765
KXBTC15M-26SEP051745-45,1788643935,0.46,0.46,0.45,0.45,941.72,19,0.4595335131461581
KXBTC15M-26SEP051745-45,1788643936,0.46,0.47,0.45,0.46,4951.47,44,0.46175489299137423
KXBTC15M-26SEP051745-45,1788643937,0.46,0.47,0.46,0.47,162.74,19,0.46388963991643106
KXBTC15M-26SEP051745-45,1788643938,0.47,0.47,0.46,0.47,600.2900000000001,18,0.4694929117593163
KXBTC15M-26SEP051745-45,1788643939,0.46,0.47,0.46,0.47,405.25,21,0.46610092535471925
KXBTC15M-26SEP051745-45,1788643940,0.46,0.47,0.46,0.46,265.14,14,0.46424040129742783
KXBTC15M-26SEP051745-45,1788643941,0.46,0.47,0.46,0.46,155.78,13,0.4658357940685583
KXBTC15M-26SEP051745-45,1788643942,0.47,0.47,0.46,0.46,699.03,21,0.46902922621346727
KXBTC15M-26SEP051745-45,1788643943,0.47,0.47,0.45,0.46,282.57,24,0.45584704674947807
KXBTC15M-26SEP051745-45,1788643944,0.46,0.46,0.45,0.46,327.32,9,0.4573906269094465
KXBTC15M-26SEP051745-45,1788643945,0.45,0.46,0.45,0.45,383.78,15,0.45333211735890355
KXBTC15M-26SEP051745-45,1788643946,0.46,0.46,0.45,0.45,244.31,12,0.458583357210102
KXBTC15M-26SEP051745-45,1788643947,0.46,0.47,0.45,0.46,2101.77,53,0.4671918430656066
KXBTC15M-26SEP051745-45,1788643948,0.45,0.46,0.45,0.45,440.99,17,0.45192362638608585
KXBTC15M-26SEP051745-45,1788643949,0.45,0.46,0.45,0.46,201.71,9,0.45268702592831295
KXBTC15M-26SEP051745-45,1788643950,0.45,0.46,0.45,0.46,3292.04,29,0.45397829309485915
KXBTC15M-26SEP051745-45,1788643951,0.45,0.46,0.45,0.45,1356.29,25,0.45874001872755826
KXBTC15M-26SEP051745-45,1788643952,0.45,0.46,0.45,0.45,581.75,25,0.4533493768801031
KXBTC15M-26SEP051745-45,1788643953,0.45,0.46,0.45,0.45,2431.7599999999998,29,0.4556848126459848
KXBTC15M-26SEP051745-45,1788643954,0.45,0.46,0.45,0.45,327.03000000000003,24,0.4529058496162431
KXBTC15M-26SEP051745-45,1788643955,0.45,0.46,0.45,0.46,1233.68,29,0.4524049186174696
KXBTC15M-26SEP051745-45,1788643956,0.45,0.46,0.45,0.46,925.23,24,0.4558849151021908
KXBTC15M-26SEP051745-45,1788643957,0.45,0.46,0.44,0.44,407.54,26,0.4558129263385189
KXBTC15M-26SEP051745-45,1788643958,0.44,0.45,0.44,0.44,116.92,16,0.4455807389668149
KXBTC15M-26SEP051745-45,1788643959,0.45,0.45,0.44,0.44,614.31,16,0.44842001595285774
KXBTC15M-26SEP051745-45,1788643960,0.44,0.45,0.44,0.45,547.31,17,0.4440757523158722
KXBTC15M-26SEP051745-45,1788643961,0.44,0.45,0.44,0.45,280.11,13,0.44621827139338116
KXBTC15M-26SEP051745-45,1788643962,0.44,0.46,0.38,0.39,4975.12,121,0.42756767675955554
KXBTC15M-26SEP051745-45,1788643963,0.38,0.39,0.38,0.39,641.05,26,0.3856139146712425
KXBTC15M-26SEP051745-45,1788643964,0.39,0.4,0.38,0.39,1648.34,41,0.38972287270830047
KXBTC15M-26SEP051745-45,1788643965,0.39,0.4,0.38,0.4,4396.24,57,0.391469141812094
KXBTC15M-26SEP051745-45,1788643966,0.4,0.4,0.39,0.4,934.61,28,0.39886284118509324
KXBTC15M-26SEP051745-45,1788643967,0.4,0.41,0.39,0.41,2000.43,33,0.40304014636853075
KXBTC15M-26SEP051745-45,1788643968,0.41,0.41,0.4,0.41,1027.72,48,0.40803759778928106
KXBTC15M-26SEP051745-45,1788643969,0.41,0.42,0.4,0.41,1879.98,43,0.4086451983531739
KXBTC15M-26SEP051745-45,1788643970,0.4,0.42,0.4,0.41,4316.57,49,0.4123876364798903
KXBTC15M-26SEP051745-45,1788643971,0.41,0.42,0.41,0.42,3020.89,33,0.41251055152620586
KXBTC15M-26SEP051745-45,1788643972,0.42,0.42,0.41,0.42,682.76,19,0.4185379928525397
KXBTC15M-26SEP051745-45,1788643973,0.41,0.42,0.41,0.42,4129,45,0.4139975538871397
KXBTC15M-26SEP051745-45,1788643974,0.42,0.42,0.41,0.41,1745.7,33,0.4191152546256516
KXBTC15M-26SEP051745-45,1788643975,0.41,0.42,0.41,0.42,4526.53,39,0.41519048807806425
KXBTC15M-26SEP051745-45,1788643976,0.42,0.42,0.41,0.41,564.38,22,0.41311332789964206
KXBTC15M-26SEP051745-45,1788643977,0.42,0.42,0.41,0.41,1216.01,25,0.4158606425933997
KXBTC15M-26SEP051745-45,1788643978,0.42,0.42,0.41,0.42,1156.71,33,0.41408019296107057
KXBTC15M-26SEP051745-45,1788643979,0.42,0.42,0.41,0.41,249.57,20,0.418119565652923
KXBTC15M-26SEP051745-45,1788643980,0.42,0.44,0.41,0.44,1723.09,33,0.41916295724541375
KXBTC15M-26SEP051745-45,1788643981,0.44,0.44,0.43,0.44,660.48,15,0.43560849685077513
KXBTC15M-26SEP051745-45,1788643982,0.44,0.44,0.43,0.44,1415.79,30,0.4358332097274314
KXBTC15M-26SEP051745-45,1788643983,0.44,0.44,0.43,0.43,2505.23,30,0.4398614897634149
KXBTC15M-26SEP051745-45,1788643984,0.44,0.44,0.43,0.44,1825.18,36,0.4380901061813081
KXBTC15M-26SEP051745-45,1788643985,0.44,0.44,0.43,0.44,1926.86,21,0.43983428998474206
KXBTC15M-26SEP051745-45,1788643986,0.44,0.44,0.43,0.44,442.45,24,0.4356121595660527
KXBTC15M-26SEP051745-45,1788643987,0.44,0.44,0.43,0.44,980.47,12,0.43419839464746496
KXBTC15M-26SEP051745-45,1788643988,0.43,0.44,0.43,0.43,417.89,16,0.4392543492306588
KXBTC15M-26SEP051745-45,1788643989,0.44,0.44,0.42,0.43,1574.6399999999999,20,0.43011234313874924
KXBTC15M-26SEP051745-45,1788643990,0.43,0.43,0.42,0.43,1107.59,43,0.4283362074413818
KXBTC15M-26SEP051745-45,1788643991,0.43,0.43,0.42,0.42,1214.41,15,0.420986651954447
KXBTC15M-26SEP051745-45,1788643992,0.43,0.44,0.43,0.43,2226.63,25,0.43486659211454076
KXBTC15M-26SEP051745-45,1788643993,0.44,0.44,0.43,0.43,227.81,11,0.43686054167946975
KXBTC15M-26SEP051745-45,1788643994,0.43,0.44,0.43,0.43,105.84,22,0.43387471655328796
KXBTC15M-26SEP051745-45,1788643995,0.43,0.44,0.43,0.44,1086.73,18,0.4310984329134192
KXBTC15M-26SEP051745-45,1788643996,0.44,0.44,0.42,0.42,287.75,16,0.4270609904430929
KXBTC15M-26SEP051745-45,1788643997,0.43,0.43,0.42,0.42,632.47,10,0.4278814805445318
KXBTC15M-26SEP051745-45,1788643998,0.43,0.43,0.42,0.43,87.55,7,0.4244523129640206
KXBTC15M-26SEP051745-45,1788643999,0.43,0.43,0.42,0.43,325.71,13,0.42845752356390654
KXBTC15M-26SEP051745-45,1788644000,0.42,0.43,0.42,0.43,344.87,8,0.4246095630237481
KXBTC15M-26SEP051745-45,1788644001,0.43,0.43,0.42,0.43,546.33,23,0.42177255504914607
KXBTC15M-26SEP051745-45,1788644002,0.42,0.43,0.41,0.42,4340.16,67,0.4229072891321979
KXBTC15M-26SEP051745-45,1788644003,0.42,0.42,0.41,0.42,699.88,14,0.4178114819683374
KXBTC15M-26SEP051745-45,1788644004,0.42,0.42,0.41,0.41,1792.6299999999999,9,0.4198508894752403
KXBTC15M-26SEP051745-45,1788644005,0.42,0.43,0.41,0.42,2506.85,46,0.4212083291780521
KXBTC15M-26SEP051745-45,1788644006,0.42,0.43,0.42,0.42,358.18,14,0.42967586129878826
KXBTC15M-26SEP051745-45,1788644007,0.43,0.43,0.42,0.43,678.08,17,0.42846861727229824
KXBTC15M-26SEP051745-45,1788644008,0.43,0.43,0.42,0.43,1257.72,17,0.42300050885729734
KXBTC15M-26SEP051745-45,1788644009,0.43,0.43,0.42,0.42,1641.37,29,0.42722792545251836
KXBTC15M-26SEP051745-45,1788644010,0.43,0.43,0.42,0.42,326.18,14,0.42876632534183573
KXBTC15M-26SEP051745-45,1788644011,0.43,0.43,0.42,0.43,1695.07,28,0.42980059820538385
KXBTC15M-26SEP051745-45,1788644012,0.43,0.43,0.43,0.43,366.38,11,0.43
KXBTC15M-26SEP051745-45,1788644013,0.43,0.43,0.42,0.43,168.48,11,0.4234425451092118
KXBTC15M-26SEP051745-45,1788644014,0.43,0.43,0.41,0.42,4190.56,52,0.4201589047764499
KXBTC15M-26SEP051745-45,1788644015,0.42,0.42,0.41,0.42,268.87,12,0.41845464350801503
KXBTC15M-26SEP051745-45,1788644016,0.42,0.42,0.41,0.42,939.16,18,0.41998253758677967
KXBTC15M-26SEP051745-45,1788644017,0.41,0.42,0.41,0.42,1530.13,29,0.4131222183736022
KXBTC15M-26SEP051745-45,1788644018,0.42,0.42,0.41,0.42,1460.02,25,0.41601662990917937
KXBTC15M-26SEP051745-45,1788644019,0.42,0.42,0.41,0.42,947.49,18,0.41756335159210123
KXBTC15M-26SEP051745-45,1788644020,0.42,0.42,0.41,0.41,1316.85,27,0.41166503398261
KXBTC15M-26SEP051745-45,1788644021,0.42,0.42,0.41,0.42,2430.17,28,0.41042643107272325
KXBTC15M-26SEP051745-45,1788644022,0.42,0.42,0.41,0.42,1922.56,22,0.4191997128828229
KXBTC15M-26SEP051745-45,1788644023,0.41,0.42,0.41,0.42,590.7,25,0.41542441171491445
KXBTC15M-26SEP051745-45,1788644024,0.41,0.42,0.41,0.41,2855.64,32,0.4111767239568012
KXBTC15M-26SEP051745-45,1788644025,0.42,0.42,0.41,0.42,676.05,15,0.4133317062347459
KXBTC15M-26SEP051745-45,1788644026,0.41,0.42,0.41,0.41,411.75,31,0.41085003035822704
KXBTC15M-26SEP051745-45,1788644027,0.42,0.42,0.41,0.41,214.94,8,0.4192342048943892
KXBTC15M-26SEP051745-45,1788644028,0.42,0.42,0.41,0.42,3452.75,35,0.4128505104626746
KXBTC15M-26SEP051745-45,1788644029,0.41,0.42,0.41,0.41,279.52,6,0.4177772610188895
KXBTC15M-26SEP051745-45,1788644030,0.42,0.42,0.41,0.42,2004.94,37,0.41837551248416405
KXBTC15M-26SEP051745-45,1788644031,0.41,0.42,0.41,0.42,3128.29,27,0.4196260576864677
KXBTC15M-26SEP051745-45,1788644032,0.42,0.42,0.41,0.42,1889.96,27,0.4176043408326102
KXBTC15M-26SEP051745-45,1788644033,0.42,0.42,0.4,0.42,2949.03,41,0.4128231316738046
KXBTC15M-26SEP051745-45,1788644034,0.41,0.42,0.4,0.42,2913.03,39,0.41091101018527093
KXBTC15M-26SEP051745-45,1788644035,0.42,0.42,0.41,0.41,967.72,11,0.41971655024180543
KXBTC15M-26SEP051745-45,1788644036,0.42,0.42,0.41,0.42,374.62,18,0.41547755058459235
KXBTC15M-26SEP051745-45,1788644037,0.42,0.42,0.41,0.41,153.46,6,0.4169099439593379
KXBTC15M-26SEP051745-45,1788644038,0.42,0.42,0.41,0.41,62.160000000000004,7,0.4133799871299871
KXBTC15M-26SEP051745-45,1788644039,0.42,0.42,0.4,0.42,2108.78,33,0.4058455125712497
KXBTC15M-26SEP051745-45,1788644040,0.42,0.42,0.41,0.41,224.35,27,0.41152841542233115
KXBTC15M-26SEP051745-45,1788644041,0.41,0.41,0.4,0.41,184.42000000000002,15,0.4073766402776271
KXBTC15M-26SEP051745-45,1788644042,0.4,0.41,0.4,0.41,87.9,14,0.4048373151308305
KXBTC15M-26SEP051745-45,1788644043,0.41,0.41,0.4,0.41,140.51,18,0.40713116504163405
KXBTC15M-26SEP051745-45,1788644044,0.41,0.41,0.4,0.4,290.39,8,0.40688901132959127
KXBTC15M-26SEP051745-45,1788644045,0.41,0.41,0.4,0.4,238.53,15,0.4075562822286505
KXBTC15M-26SEP051745-45,1788644046,0.41,0.41,0.4,0.41,277,11,0.4076104693140794
KXBTC15M-26SEP051745-45,1788644047,0.41,0.41,0.4,0.4,517.01,15,0.4029444304752326
KXBTC15M-26SEP051745-45,1788644048,0.41,0.41,0.4,0.41,601.87,13,0.4089020884908701
KXBTC15M-26SEP051745-45,1788644049,0.41,0.41,0.4,0.4,310.68,18,0.40605059868675164
KXBTC15M-26SEP051745-45,1788644050,0.4,0.41,0.4,0.4,1499.4099999999999,34,0.4005102006789337
KXBTC15M-26SEP051745-45,1788644051,0.41,0.41,0.4,0.41,724.86,20,0.40366222442954497
KXBTC15M-26SEP051745-45,1788644052,0.41,0.41,0.4,0.4,337.85,19,0.40809886044102406
KXBTC15M-26SEP051745-45,1788644053,0.41,0.41,0.4,0.41,168.99,14,0.4095206816971418
KXBTC15M-26SEP051745-45,1788644054,0.41,0.41,0.4,0.41,50.03,7,0.4065980411752948
KXBTC15M-26SEP051745-45,1788644055,0.41,0.41,0.4,0.41,574.36,22,0.40719688000557136
KXBTC15M-26SEP051745-45,1788644056,0.4,0.41,0.4,0.4,1628.75,16,0.40875358403683804
KXBTC15M-26SEP051745-45,1788644057,0.41,0.41,0.4,0.41,121.9,10,0.40864150943396227
KXBTC15M-26SEP051745-45,1788644058,0.4,0.41,0.4,0.41,609.04,25,0.40717145015105743
KXBTC15M-26SEP051745-45,1788644059,0.4,0.41,0.4,0.4,376.6,22,0.4021813595326606
KXBTC15M-26SEP051745-45,1788644060,0.41,0.41,0.4,0.4,373.46,13,0.405481443795855
KXBTC15M-26SEP051745-45,1788644061,0.4,0.41,0.4,0.41,1629.1399999999999,15,0.4056532280835287
KXBTC15M-26SEP051745-45,1788644062,0.41,0.41,0.4,0.41,495.83,8,0.4097942843313232
KXBTC15M-26SEP051745-45,1788644063,0.41,0.41,0.4,0.41,1056.18,32,0.4096374670984112
KXBTC15M-26SEP051745-45,1788644064,0.41,0.41,0.4,0.41,158.88,10,0.40509252265861034
KXBTC15M-26SEP051745-45,1788644065,0.41,0.41,0.4,0.41,911.2800000000001,36,0.40855949872706515
KXBTC15M-26SEP051745-45,1788644066,0.42,0.42,0.41,0.42,1075.23,11,0.4199985119462813
KXBTC15M-26SEP051745-45,1788644067,0.42,0.42,0.41,0.42,1094.33,25,0.41995759962716916
KXBTC15M-26SEP051745-45,1788644068,0.41,0.42,0.41,0.42,584.34,22,0.41277013382619704
KXBTC15M-26SEP051745-45,1788644069,0.42,0.42,0.38,0.4,3495.93,43,0.40658826120660313
KXBTC15M-26SEP051745-45,1788644070,0.4,0.4,0.39,0.4,29.310000000000002,12,0.3988433981576254
KXBTC15M-26SEP051745-45,1788644071,0.39,0.4,0.39,0.4,1033.3700000000001,17,0.3935303908570986
KXBTC15M-26SEP051745-45,1788644072,0.4,0.4,0.39,0.39,647.65,35,0.39550945726858644
KXBTC15M-26SEP051745-45,1788644073,0.39,0.4,0.39,0.39,1629.16,38,0.3909272263006703
KXBTC15M-26SEP051745-45,1788644074,0.39,0.39,0.38,0.39,834.49,22,0.3852205538712267
KXBTC15M-26SEP051745-45,1788644075,0.39,0.39,0.38,0.39,565.52,24,0.3898279459612392
KXBTC15M-26SEP051745-45,1788644076,0.39,0.39,0.38,0.39,456.95,25,0.389454426086005
KXBTC15M-26SEP051745-45,1788644077,0.39,0.39,0.38,0.39,2058.93,19,0.3890717022919672
KXBTC15M-26SEP051745-45,1788644078,0.39,0.39,0.38,0.38,1503.96,29,0.3813326817202585
KXBTC15M-26SEP051745-45,1788644079,0.38,0.39,0.38,0.38,448.46,21,0.38225415867635915
KXBTC15M-26SEP051745-45,1788644080,0.38,0.39,0.38,0.38,261.08,14,0.38505438945916964
KXBTC15M-26SEP051745-45,1788644081,0.38,0.4,0.38,0.39,444.72,35,0.39359237272890807
KXBTC15M-26SEP051745-45,1788644082,0.4,0.4,0.39,0.4,548.29,22,0.3984998814495979
KXBTC15M-26SEP051745-45,1788644083,0.39,0.4,0.39,0.39,314.53000000000003,22,0.39543795504403395
KXBTC15M-26SEP051745-45,1788644084,0.39,0.4,0.39,0.4,352.09999999999997,32,0.3947432547571713
KXBTC15M-26SEP051745-45,1788644085,0.39,0.41,0.39,0.39,841.87,31,0.4000799410835403
KXBTC15M-26SEP051745-45,1788644086,0.39,0.4,0.39,0.4,1276.9,25,0.3964800689169081
KXBTC15M-26SEP051745-45,1788644087,0.4,0.4,0.39,0.4,263.39,24,0.3987140741865675
KXBTC15M-26SEP051745-45,1788644088,0.4,0.4,0.39,0.39,613.54,11,0.39739919157675135
KXBTC15M-26SEP051745-45,1788644089,0.39,0.4,0.39,0.4,1047.82,26,0.39936029088965663
KXBTC15M-26SEP051745-45,1788644090,0.39,0.4,0.39,0.4,92.8,10,0.3933426724137931
KXBTC15M-26SEP051745-45,1788644091,0.4,0.4,0.39,0.4,2565.73,29,0.39875610450047355
KXBTC15M-26SEP051745-45,1788644092,0.4,0.4,0.39,0.39,248.86,5,0.3918882102386884
KXBTC15M-26SEP051745-45,1788644093,0.39,0.4,0.39,0.4,489.23,15,0.39980459088772147
KXBTC15M-26SEP051745-45,1788644094,0.39,0.4,0.39,0.39,790.27,11,0.39615587077834163
KXBTC15M-26SEP051745-45,1788644095,0.39,0.4,0.39,0.4,451.24,12,0.39872196613775374
KXBTC15M-26SEP051745-45,1788644096,0.4,0.4,0.39,0.39,51.58,4,0.39211322217913924
KXBTC15M-26SEP051745-45,1788644097,0.4,0.4,0.39,0.4,466.95,11,0.3992510975479174
KXBTC15M-26SEP051745-45,1788644098,0.39,0.4,0.39,0.4,520.14,10,0.39144884069673547
KXBTC15M-26SEP051745-45,1788644099,0.4,0.4,0.39,0.4,284.84999999999997,12,0.3994067052834826
KXBTC15M-26SEP051745-45,1788644100,0.4,0.4,0.39,0.4,730.39,8,0.39984898478894837
KXBTC15M-26SEP051745-45,1788644101,0.39,0.4,0.39,0.4,714.28,16,0.3988659909279275
KXBTC15M-26SEP051745-45,1788644102,0.39,0.4,0.39,0.4,278.35,14,0.39875624214118915
KXBTC15M-26SEP051745-45,1788644103,0.4,0.4,0.36,0.36,12480.34,66,0.37542068565439723
KXBTC15M-26SEP051745-45,1788644104,0.36,0.36,0.35,0.36,340.18,19,0.35952495737550705
KXBTC15M-26SEP051745-45,1788644105,0.35,0.36,0.35,0.36,843.9,15,0.35400924280127977
KXBTC15M-26SEP051745-45,1788644106,0.35,0.36,0.35,0.36,795.0799999999999,14,0.3597747396488404
KXBTC15M-26SEP051745-45,1788644107,0.36,0.36,0.35,0.35,880.92,22,0.3556924578849385
KXBTC15M-26SEP051745-45,1788644108,0.35,0.36,0.35,0.36,950.66,51,0.3562266215050596
KXBTC15M-26SEP051745-45,1788644109,0.36,0.36,0.35,0.35,1674.19,32,0.3579475447828502
KXBTC15M-26SEP051745-45,1788644110,0.36,0.38,0.35,0.38,774.46,46,0.363401725072954
KXBTC15M-26SEP051745-45,1788644111,0.38,0.38,0.37,0.38,88.01,9,0.3754902851948642
KXBTC15M-26SEP051745-45,1788644112,0.37,0.38,0.37,0.38,706.17,24,0.3779462452383987
KXBTC15M-26SEP051745-45,1788644113,0.38,0.38,0.37,0.37,505.51,20,0.3733231785721351
KXBTC15M-26SEP051745-45,1788644114,0.37,0.38,0.36,0.36,3126.54,45,0.36836032803034663
KXBTC15M-26SEP051745-45,1788644115,0.36,0.38,0.35,0.38,958.18,38,0.3617179444363272
KXBTC15M-26SEP051745-45,1788644116,0.38,0.38,0.37,0.37,831.13,20,0.3777439149110247
KXBTC15M-26SEP051745-45,1788644117,0.38,0.38,0.37,0.37,349.6,31,0.3732786041189931
KXBTC15M-26SEP051745-45,1788644118,0.38,0.41,0.38,0.4,3409.88,45,0.3849524616702054
